Diagnóstico principal (CIE10MC);Grupo de edad;Intervalos de estancia;Total;;https://datos.gob.es/es/catalogo/ea0010587-altas-hospitalarias-clasificadas-por-intervalos-de-estancia-segun-el-diagnostico-principal-y-el-grupo-de-edad-identificador-api-74882?utm_source=chatgpt.com
0104 Septicemia A40-A41;de 45 a 54 años;De 1 a 30 días;2.936;;
0104 Septicemia A40-A41;de 45 a 54 años;De 31 días a 6 meses;328;;
0104 Septicemia A40-A41;de 45 a 54 años;Más de 6 meses;5;;
0104 Septicemia A40-A41;de 55 a 64 años;De 1 a 30 días;6.547;;
0104 Septicemia A40-A41;de 55 a 64 años;De 31 días a 6 meses;733;;
0104 Septicemia A40-A41;de 55 a 64 años;Más de 6 meses;13;;
0104 Septicemia A40-A41;de 65 a 74 años;De 1 a 30 días;11.371;;
0104 Septicemia A40-A41;de 65 a 74 años;De 31 días a 6 meses;1.003;;
0104 Septicemia A40-A41;de 65 a 74 años;Más de 6 meses;19;;
0104 Septicemia A40-A41;de 75 a 84 años;De 1 a 30 días;16.928;;
0104 Septicemia A40-A41;de 75 a 84 años;De 31 días a 6 meses;1.187;;
0104 Septicemia A40-A41;de 75 a 84 años;Más de 6 meses;12;;
0104 Septicemia A40-A41;de 85 a 89 años;De 1 a 30 días;10.207;;
0104 Septicemia A40-A41;de 85 a 89 años;De 31 días a 6 meses;402;;
0104 Septicemia A40-A41;de 85 a 89 años;Más de 6 meses;12;;
0104 Septicemia A40-A41;de 90 a 94 años;De 1 a 30 días;7.590;;
0104 Septicemia A40-A41;de 90 a 94 años;De 31 días a 6 meses;193;;
0104 Septicemia A40-A41;de 90 a 94 años;Más de 6 meses;5;;
0104 Septicemia A40-A41;de 95 años y más;De 1 a 30 días;2.565;;
0104 Septicemia A40-A41;de 95 años y más;De 31 días a 6 meses;40;;
0104 Septicemia A40-A41;de 95 años y más;Más de 6 meses;2;;
0105 Infección del virus de la inmunodeficiencia humana B20;total;De 1 a 30 días;1.183;;
0105 Infección del virus de la inmunodeficiencia humana B20;total;De 31 días a 6 meses;212;;
0105 Infección del virus de la inmunodeficiencia humana B20;total;Más de 6 meses;10;;
0105 Infección del virus de la inmunodeficiencia humana B20;menores de 1 año;De 1 a 30 días;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;menores de 1 año;De 31 días a 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;menores de 1 año;Más de 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 1 a 4 años;De 1 a 30 días;1;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 1 a 4 años;De 31 días a 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 1 a 4 años;Más de 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 5 a 14 años;De 1 a 30 días;1;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 5 a 14 años;De 31 días a 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 5 a 14 años;Más de 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 15 a 24 años;De 1 a 30 días;36;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 15 a 24 años;De 31 días a 6 meses;3;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 15 a 24 años;Más de 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 25 a 34 años;De 1 a 30 días;161;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 25 a 34 años;De 31 días a 6 meses;36;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 25 a 34 años;Más de 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 35 a 44 años;De 1 a 30 días;229;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 35 a 44 años;De 31 días a 6 meses;48;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 35 a 44 años;Más de 6 meses;2;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 45 a 54 años;De 1 a 30 días;374;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 45 a 54 años;De 31 días a 6 meses;53;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 45 a 54 años;Más de 6 meses;3;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 55 a 64 años;De 1 a 30 días;311;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 55 a 64 años;De 31 días a 6 meses;51;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 55 a 64 años;Más de 6 meses;4;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 65 a 74 años;De 1 a 30 días;60;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 65 a 74 años;De 31 días a 6 meses;16;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 65 a 74 años;Más de 6 meses;1;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 75 a 84 años;De 1 a 30 días;7;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 75 a 84 años;De 31 días a 6 meses;4;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 75 a 84 años;Más de 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 85 a 89 años;De 1 a 30 días;2;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 85 a 89 años;De 31 días a 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 85 a 89 años;Más de 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 90 a 94 años;De 1 a 30 días;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 90 a 94 años;De 31 días a 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 90 a 94 años;Más de 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 95 años y más;De 1 a 30 días;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 95 años y más;De 31 días a 6 meses;..;;
0105 Infección del virus de la inmunodeficiencia humana B20;de 95 años y más;Más de 6 meses;..;;
0106 COVID-19 U07.1, U09.9;total;De 1 a 30 días;63.901;;
0106 COVID-19 U07.1, U09.9;total;De 31 días a 6 meses;1.625;;
0106 COVID-19 U07.1, U09.9;total;Más de 6 meses;98;;
0106 COVID-19 U07.1, U09.9;menores de 1 año;De 1 a 30 días;1.855;;
0106 COVID-19 U07.1, U09.9;menores de 1 año;De 31 días a 6 meses;4;;
0106 COVID-19 U07.1, U09.9;menores de 1 año;Más de 6 meses;..;;
0106 COVID-19 U07.1, U09.9;de 1 a 4 años;De 1 a 30 días;520;;
0106 COVID-19 U07.1, U09.9;de 1 a 4 años;De 31 días a 6 meses;..;;
0106 COVID-19 U07.1, U09.9;de 1 a 4 años;Más de 6 meses;..;;
0106 COVID-19 U07.1, U09.9;de 5 a 14 años;De 1 a 30 días;399;;
0106 COVID-19 U07.1, U09.9;de 5 a 14 años;De 31 días a 6 meses;1;;
0106 COVID-19 U07.1, U09.9;de 5 a 14 años;Más de 6 meses;..;;
0106 COVID-19 U07.1, U09.9;de 15 a 24 años;De 1 a 30 días;320;;
0106 COVID-19 U07.1, U09.9;de 15 a 24 años;De 31 días a 6 meses;5;;
0106 COVID-19 U07.1, U09.9;de 15 a 24 años;Más de 6 meses;4;;
0106 COVID-19 U07.1, U09.9;de 25 a 34 años;De 1 a 30 días;411;;
0106 COVID-19 U07.1, U09.9;de 25 a 34 años;De 31 días a 6 meses;8;;
0106 COVID-19 U07.1, U09.9;de 25 a 34 años;Más de 6 meses;4;;
0106 COVID-19 U07.1, U09.9;de 35 a 44 años;De 1 a 30 días;880;;
0106 COVID-19 U07.1, U09.9;de 35 a 44 años;De 31 días a 6 meses;22;;
0106 COVID-19 U07.1, U09.9;de 35 a 44 años;Más de 6 meses;6;;
0106 COVID-19 U07.1, U09.9;de 45 a 54 años;De 1 a 30 días;2.157;;
0106 COVID-19 U07.1, U09.9;de 45 a 54 años;De 31 días a 6 meses;71;;
0106 COVID-19 U07.1, U09.9;de 45 a 54 años;Más de 6 meses;14;;
0106 COVID-19 U07.1, U09.9;de 55 a 64 años;De 1 a 30 días;5.032;;
0106 COVID-19 U07.1, U09.9;de 55 a 64 años;De 31 días a 6 meses;191;;
0106 COVID-19 U07.1, U09.9;de 55 a 64 años;Más de 6 meses;11;;
0106 COVID-19 U07.1, U09.9;de 65 a 74 años;De 1 a 30 días;9.939;;
0106 COVID-19 U07.1, U09.9;de 65 a 74 años;De 31 días a 6 meses;371;;
0106 COVID-19 U07.1, U09.9;de 65 a 74 años;Más de 6 meses;21;;
0106 COVID-19 U07.1, U09.9;de 75 a 84 años;De 1 a 30 días;18.624;;
0106 COVID-19 U07.1, U09.9;de 75 a 84 años;De 31 días a 6 meses;535;;
0106 COVID-19 U07.1, U09.9;de 75 a 84 años;Más de 6 meses;14;;
0106 COVID-19 U07.1, U09.9;de 85 a 89 años;De 1 a 30 días;12.188;;
0106 COVID-19 U07.1, U09.9;de 85 a 89 años;De 31 días a 6 meses;236;;
0106 COVID-19 U07.1, U09.9;de 85 a 89 años;Más de 6 meses;11;;
0106 COVID-19 U07.1, U09.9;de 90 a 94 años;De 1 a 30 días;8.623;;
0106 COVID-19 U07.1, U09.9;de 90 a 94 años;De 31 días a 6 meses;133;;
0106 COVID-19 U07.1, U09.9;de 90 a 94 años;Más de 6 meses;10;;
0106 COVID-19 U07.1, U09.9;de 95 años y más;De 1 a 30 días;2.953;;
0106 COVID-19 U07.1, U09.9;de 95 años y más;De 31 días a 6 meses;47;;
0106 COVID-19 U07.1, U09.9;de 95 años y más;Más de 6 meses;2;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;total;De 1 a 30 días;27.767;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;total;De 31 días a 6 meses;1.034;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;total;Más de 6 meses;30;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;menores de 1 año;De 1 a 30 días;1.538;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;menores de 1 año;De 31 días a 6 meses;5;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;menores de 1 año;Más de 6 meses;1;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 1 a 4 años;De 1 a 30 días;2.559;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 1 a 4 años;De 31 días a 6 meses;9;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 1 a 4 años;Más de 6 meses;..;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 5 a 14 años;De 1 a 30 días;2.337;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 5 a 14 años;De 31 días a 6 meses;8;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 5 a 14 años;Más de 6 meses;..;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 15 a 24 años;De 1 a 30 días;3.125;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 15 a 24 años;De 31 días a 6 meses;14;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 15 a 24 años;Más de 6 meses;..;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 25 a 34 años;De 1 a 30 días;1.919;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 25 a 34 años;De 31 días a 6 meses;16;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 25 a 34 años;Más de 6 meses;..;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 35 a 44 años;De 1 a 30 días;2.222;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 35 a 44 años;De 31 días a 6 meses;45;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 35 a 44 años;Más de 6 meses;1;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 45 a 54 años;De 1 a 30 días;2.506;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 45 a 54 años;De 31 días a 6 meses;111;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 45 a 54 años;Más de 6 meses;..;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 55 a 64 años;De 1 a 30 días;3.054;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 55 a 64 años;De 31 días a 6 meses;168;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 55 a 64 años;Más de 6 meses;9;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 65 a 74 años;De 1 a 30 días;3.168;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 65 a 74 años;De 31 días a 6 meses;282;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 65 a 74 años;Más de 6 meses;7;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 75 a 84 años;De 1 a 30 días;3.097;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 75 a 84 años;De 31 días a 6 meses;251;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 75 a 84 años;Más de 6 meses;6;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 85 a 89 años;De 1 a 30 días;1.274;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 85 a 89 años;De 31 días a 6 meses;75;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 85 a 89 años;Más de 6 meses;4;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 90 a 94 años;De 1 a 30 días;770;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 90 a 94 años;De 31 días a 6 meses;37;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 90 a 94 años;Más de 6 meses;1;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 95 años y más;De 1 a 30 días;198;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 95 años y más;De 31 días a 6 meses;13;;
0107 Otras enfermedades infecciosas y parasitarias Resto de  A00-B99;de 95 años y más;Más de 6 meses;1;;
0200 NEOPLASIAS C00-D49;total;De 1 a 30 días;441.932;;
0200 NEOPLASIAS C00-D49;total;De 31 días a 6 meses;17.347;;
0200 NEOPLASIAS C00-D49;total;Más de 6 meses;302;;
0200 NEOPLASIAS C00-D49;menores de 1 año;De 1 a 30 días;345;;
0200 NEOPLASIAS C00-D49;menores de 1 año;De 31 días a 6 meses;25;;
0200 NEOPLASIAS C00-D49;menores de 1 año;Más de 6 meses;..;;
0200 NEOPLASIAS C00-D49;de 1 a 4 años;De 1 a 30 días;1.168;;
0200 NEOPLASIAS C00-D49;de 1 a 4 años;De 31 días a 6 meses;132;;
0200 NEOPLASIAS C00-D49;de 1 a 4 años;Más de 6 meses;2;;
0200 NEOPLASIAS C00-D49;de 5 a 14 años;De 1 a 30 días;3.091;;
0200 NEOPLASIAS C00-D49;de 5 a 14 años;De 31 días a 6 meses;274;;
0200 NEOPLASIAS C00-D49;de 5 a 14 años;Más de 6 meses;3;;
0200 NEOPLASIAS C00-D49;de 15 a 24 años;De 1 a 30 días;4.629;;
0200 NEOPLASIAS C00-D49;de 15 a 24 años;De 31 días a 6 meses;244;;
0200 NEOPLASIAS C00-D49;de 15 a 24 años;Más de 6 meses;4;;
0200 NEOPLASIAS C00-D49;de 25 a 34 años;De 1 a 30 días;9.476;;
0200 NEOPLASIAS C00-D49;de 25 a 34 años;De 31 días a 6 meses;269;;
0200 NEOPLASIAS C00-D49;de 25 a 34 años;Más de 6 meses;4;;
0200 NEOPLASIAS C00-D49;de 35 a 44 años;De 1 a 30 días;27.629;;
0200 NEOPLASIAS C00-D49;de 35 a 44 años;De 31 días a 6 meses;581;;
0200 NEOPLASIAS C00-D49;de 35 a 44 años;Más de 6 meses;5;;
0200 NEOPLASIAS C00-D49;de 45 a 54 años;De 1 a 30 días;60.059;;
0200 NEOPLASIAS C00-D49;de 45 a 54 años;De 31 días a 6 meses;1.687;;
0200 NEOPLASIAS C00-D49;de 45 a 54 años;Más de 6 meses;25;;
0200 NEOPLASIAS C00-D49;de 55 a 64 años;De 1 a 30 días;94.105;;
0200 NEOPLASIAS C00-D49;de 55 a 64 años;De 31 días a 6 meses;3.697;;
0200 NEOPLASIAS C00-D49;de 55 a 64 años;Más de 6 meses;53;;
0200 NEOPLASIAS C00-D49;de 65 a 74 años;De 1 a 30 días;117.390;;
0200 NEOPLASIAS C00-D49;de 65 a 74 años;De 31 días a 6 meses;4.963;;
0200 NEOPLASIAS C00-D49;de 65 a 74 años;Más de 6 meses;90;;
0200 NEOPLASIAS C00-D49;de 75 a 84 años;De 1 a 30 días;90.220;;
0200 NEOPLASIAS C00-D49;de 75 a 84 años;De 31 días a 6 meses;4.056;;
0200 NEOPLASIAS C00-D49;de 75 a 84 años;Más de 6 meses;77;;
0200 NEOPLASIAS C00-D49;de 85 a 89 años;De 1 a 30 días;22.984;;
0200 NEOPLASIAS C00-D49;de 85 a 89 años;De 31 días a 6 meses;991;;
0200 NEOPLASIAS C00-D49;de 85 a 89 años;Más de 6 meses;14;;
0200 NEOPLASIAS C00-D49;de 90 a 94 años;De 1 a 30 días;9.085;;
0200 NEOPLASIAS C00-D49;de 90 a 94 años;De 31 días a 6 meses;357;;
0200 NEOPLASIAS C00-D49;de 90 a 94 años;Más de 6 meses;18;;
0200 NEOPLASIAS C00-D49;de 95 años y más;De 1 a 30 días;1.751;;
0200 NEOPLASIAS C00-D49;de 95 años y más;De 31 días a 6 meses;71;;
0200 NEOPLASIAS C00-D49;de 95 años y más;Más de 6 meses;6;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;total;De 1 a 30 días;40.807;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;total;De 31 días a 6 meses;2.048;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;total;Más de 6 meses;33;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;menores de 1 año;De 1 a 30 días;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;menores de 1 año;De 31 días a 6 meses;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;menores de 1 año;Más de 6 meses;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 1 a 4 años;De 1 a 30 días;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 1 a 4 años;De 31 días a 6 meses;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 1 a 4 años;Más de 6 meses;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 5 a 14 años;De 1 a 30 días;2;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 5 a 14 años;De 31 días a 6 meses;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 5 a 14 años;Más de 6 meses;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 15 a 24 años;De 1 a 30 días;31;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 15 a 24 años;De 31 días a 6 meses;4;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 15 a 24 años;Más de 6 meses;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 25 a 34 años;De 1 a 30 días;178;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 25 a 34 años;De 31 días a 6 meses;8;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 25 a 34 años;Más de 6 meses;1;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 35 a 44 años;De 1 a 30 días;732;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 35 a 44 años;De 31 días a 6 meses;21;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 35 a 44 años;Más de 6 meses;..;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 45 a 54 años;De 1 a 30 días;3.185;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 45 a 54 años;De 31 días a 6 meses;110;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 45 a 54 años;Más de 6 meses;2;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 55 a 64 años;De 1 a 30 días;7.695;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 55 a 64 años;De 31 días a 6 meses;320;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 55 a 64 años;Más de 6 meses;4;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 65 a 74 años;De 1 a 30 días;10.823;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 65 a 74 años;De 31 días a 6 meses;556;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 65 a 74 años;Más de 6 meses;5;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 75 a 84 años;De 1 a 30 días;12.199;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 75 a 84 años;De 31 días a 6 meses;702;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 75 a 84 años;Más de 6 meses;12;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 85 a 89 años;De 1 a 30 días;4.033;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 85 a 89 años;De 31 días a 6 meses;228;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 85 a 89 años;Más de 6 meses;3;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 90 a 94 años;De 1 a 30 días;1.614;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 90 a 94 años;De 31 días a 6 meses;88;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 90 a 94 años;Más de 6 meses;4;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 95 años y más;De 1 a 30 días;314;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 95 años y más;De 31 días a 6 meses;11;;
0201 Neoplasias malignas de colon, recto y ano  C18-C21;de 95 años y más;Más de 6 meses;2;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;total;De 1 a 30 días;33.626;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;total;De 31 días a 6 meses;1.467;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;total;Más de 6 meses;31;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;menores de 1 año;De 1 a 30 días;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;menores de 1 año;De 31 días a 6 meses;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;menores de 1 año;Más de 6 meses;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 1 a 4 años;De 1 a 30 días;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 1 a 4 años;De 31 días a 6 meses;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 1 a 4 años;Más de 6 meses;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 5 a 14 años;De 1 a 30 días;3;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 5 a 14 años;De 31 días a 6 meses;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 5 a 14 años;Más de 6 meses;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 15 a 24 años;De 1 a 30 días;12;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 15 a 24 años;De 31 días a 6 meses;1;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 15 a 24 años;Más de 6 meses;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 25 a 34 años;De 1 a 30 días;46;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 25 a 34 años;De 31 días a 6 meses;1;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 25 a 34 años;Más de 6 meses;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 35 a 44 años;De 1 a 30 días;381;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 35 a 44 años;De 31 días a 6 meses;14;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 35 a 44 años;Más de 6 meses;..;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 45 a 54 años;De 1 a 30 días;2.134;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 45 a 54 años;De 31 días a 6 meses;94;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 45 a 54 años;Más de 6 meses;1;;
0202 Neoplasias malignas de tráquea, bronquios y pulmón  C33-C34;de 55 a 64 años;De 1 a 30 días;8.216;;
